[
	[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1],
	[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1],
	[1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,47,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,31,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1],
	[1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1],
	[1,1,1,1,1,1,1,1,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1],
	[1,1,1,1,1,1,1,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,61,0,1,1,1,1,1,1,1,1,1,1,1,1,1],
	[1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1],
	[1,1,1,1,1,0,0,0,76,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1],
	[1,1,1,1,0,0,0,0,0,46,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1],
	[1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1],
	[1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,1,1,1],
	[1,0,0,0,0,22,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,40,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,7,0,39,0,0,0,0,1,1,1],
	[1,0,0,0,45,75,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,17,0,0,0,1,1],
	[1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,68,0,0,0,0,0,1],
	[1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,38,0,0,1],
	[1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1],
	[1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,41,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1],
	[1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1],
	[1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,66,15,36,0,0,0,0,0,0,0,0,0,0,0,0,67,16,0,37,0,1],
	[1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,72,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1],
	[1,0,21,0,44,0,0,0,1,1,0,0,0,0,0,19,0,0,0,1,1,1,0,0,14,65,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1],
	[1,0,0,74,0,0,0,0,0,8,0,0,0,0,0,42,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1],
	[1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,6,6,6,6,6,1,1,0,0,0,0,0,0,0,0,0,0,1],
	[1,0,0,0,0,0,0,0,0,8,73,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1],
	[1,0,0,0,0,0,0,0,0,8,20,0,0,0,0,1,1,1,1,1,0,0,0,0,64,0,34,0,0,0,0,0,0,62,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1],
	[1,1,0,0,0,0,0,0,0,8,0,0,0,0,1,1,1,1,1,1,0,0,13,0,0,0,0,0,0,0,0,0,33,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1],
	[1,1,1,0,0,0,0,0,0,8,43,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1],
	[1,1,1,1,0,0,0,0,0,8,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,63,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1],
	[1,1,1,1,1,0,0,0,0,8,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1],
	[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]
]
