[
	[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1],
	[1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,1,1],
	[1,1,1,1,1,1,1,1,0,0,0,0,48,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1],
	[1,1,1,1,1,1,1,0,0,0,0,0,30,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1],
	[1,1,1,1,1,1,0,0,0,0,0,81,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,1],
	[1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,12,32,0,0,1],
	[1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,62,0,1],
	[1,1,1,1,0,0,0,80,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1],
	[1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1],
	[1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,69,0,0,1,1,0,0,0,0,0,0,1,1,1],
	[1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,38,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,1,1,0,0,63,0,13,0,0,1,1],
	[1,0,79,47,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,0,0,1,1,0,0,0,0,0,0,0,0,1],
	[1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1],
	[1,0,29,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,14,0,0,1],
	[1,8,8,8,8,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,64,0,1],
	[1,0,0,0,0,1,1,1,0,0,0,0,75,0,0,0,21,0,0,0,0,74,0,7,0,0,0,0,0,1,1,1,1,1,1,0,0,36,0,68,0,0,0,1,1,0,0,0,0,1],
	[1,0,0,0,0,1,1,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,42,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1],
	[1,0,0,0,0,1,1,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,25,73,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1],
	[1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1],
	[1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1],
	[1,0,0,0,0,1,1,0,44,76,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1],
	[1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,41,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1],
	[1,0,0,0,1,1,1,0,0,0,0,0,1,1,6,6,6,6,6,1,1,1,1,1,1,1,1,0,0,24,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1],
	[1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,35,0,0,0,1,1,1,1,1,0,0,0,0,0,1],
	[1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,67,17,0,0,1,1,1,1,0,0,0,33,0,0,1],
	[1,0,28,46,0,0,0,0,0,0,0,0,1,1,0,0,71,0,0,0,0,0,0,0,0,0,0,40,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,15,65,0,0,1],
	[1,0,78,0,0,0,0,27,77,0,0,0,1,1,0,0,0,0,39,0,0,0,0,0,0,0,72,23,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1],
	[1,0,0,0,0,0,0,45,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,16,34,66,0,0,0,0,0,0,0,1],
	[1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1],
	[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]
]
